GENE PRODUCT ID	GO TERM
P06493	GO:0005876
P06493	GO:0016020
P06493	GO:0030496
P06493	GO:0070062
P06493	GO:0072686
P06493	GO:0097121
P06493	GO:0097122
P06493	GO:0097125
P06493	GO:0000307
P06493	GO:0005737
P07332	GO:0031410
P07332	GO:0005886
P07332	GO:0005737
P07332	GO:0005829
P07332	GO:0005925
P07332	GO:0009898
P07332	GO:0015630
P07333	GO:0005886
P07333	GO:0005654
P07333	GO:0009986
P07333	GO:0043231
P07333	GO:0043235
P07333	GO:1990682
P07947	GO:0005886
P07947	GO:0005794
P07947	GO:0005829
P07947	GO:0005925
P07947	GO:0070062
P07948	GO:0005886
P07948	GO:0009898
P07948	GO:0005634
P07948	GO:0005737
P07948	GO:0005765
P07948	GO:0005794
P07948	GO:0005829
P07948	GO:0030666
P07948	GO:0043231
P07948	GO:0045121
P07948	GO:0048471
P07948	GO:0070062
P07949	GO:0005886
P07949	GO:0030424
P07949	GO:0010008
P07949	GO:0043235
P07949	GO:0098797
P08069	GO:0005886
P08069	GO:0030424
P08069	GO:0016020
P08069	GO:0043231
P08069	GO:0005899
P08069	GO:0035867
P08069	GO:0043235
P08069	GO:1902911
P08581	GO:0005886
P08581	GO:0009925
P08581	GO:0009986
P08581	GO:0016020
P08581	GO:0043235
P08631	GO:0005884
P08631	GO:0005886
P08631	GO:0005764
P08631	GO:0005829
P08631	GO:0005901
P08631	GO:0005925
P08631	GO:0009898
P08631	GO:0043231
P08922	GO:0005886
P08922	GO:0016020
P08922	GO:0043235
P09619	GO:0005886
P09619	GO:0005634
P09619	GO:0005737
P09619	GO:0005794
P09619	GO:0005925
P09619	GO:0016020
P09619	GO:0016324
P09619	GO:0043231
P09619	GO:0043235
P09769	GO:0005856
P09769	GO:0015629
P09769	GO:0032587
P09769	GO:0005886
P09769	GO:0005576
P09769	GO:0005829
P09769	GO:0016235
P09769	GO:0034774
P09769	GO:0070062
P10721	GO:0005886
P10721	GO:0001650
P10721	GO:0005615
P10721	GO:0043235
P11309	GO:0005737
P11309	GO:0005634
P11309	GO:0005654
P11309	GO:0005730
P11309	GO:0005829
P11362	GO:0005886
P11362	GO:0005576
P11362	GO:0016020
P11362	GO:0043235
P11802	GO:0005634
P11802	GO:0005737
P11802	GO:0005654
P11802	GO:0005730
P11802	GO:0005829
P11802	GO:0031965
P11802	GO:0097128
P11802	GO:0097129
P11802	GO:0097130
P11802	GO:0000307
P11802	GO:0000785
P12931	GO:0005886
P12931	GO:0005654
P12931	GO:0005737
P12931	GO:0005739
P12931	GO:0005743
P12931	GO:0005764
P12931	GO:0005770
P12931	GO:0005829
P12931	GO:0005901
P12931	GO:0005925
P12931	GO:0030054
P12931	GO:0045121
P12931	GO:0048471
P12931	GO:0070062
P15056	GO:0005739
P15056	GO:0005829
P15056	GO:0005886
P15056	GO:0043231
P15735	GO:0005829
P15735	GO:0005964
P16234	GO:0005886
P16234	GO:0005634
P16234	GO:0005654
P16234	GO:0005737
P16234	GO:0005789
P16234	GO:0005794
P16234	GO:0005929
P16234	GO:0016020
P16234	GO:0030054
P16234	GO:0032991
P16234	GO:0043235
P16591	GO:0015629
P16591	GO:0015630
P16591	GO:0030027
P16591	GO:0030054
P16591	GO:0005886
P16591	GO:0005634
P16591	GO:0005737
P16591	GO:0005829
P16591	GO:0009898
P16591	GO:0000785
P17252	GO:0036064
P17252	GO:0005654
P17252	GO:0005737
P17252	GO:0005739
P17252	GO:0005783
P17252	GO:0005829
P17252	GO:0005886
P17252	GO:0048471
P17252	GO:0070062
P17252	GO:0035866
P17612	GO:0005930
P17612	GO:0005634
P17612	GO:0005737
P17612	GO:0005829
P17612	GO:0001669
P17612	GO:0005654
P17612	GO:0005759
P17612	GO:0005813
P17612	GO:0005886
P17612	GO:0016607
P17612	GO:0044853
P17612	GO:0048471
P17612	GO:0070062
P17612	GO:0097546
P17612	GO:0005952
P17612	GO:0034704
P17948	GO:0005886
P17948	GO:0005615
P17948	GO:0005925
P17948	GO:0015629
P17948	GO:0043235
P19784	GO:0031519
P19784	GO:0005634
P19784	GO:0005829
P19784	GO:0005654
P19784	GO:0005956
P21802	GO:0062023
P21802	GO:0005886
P21802	GO:0005634
P21802	GO:0005737
P21802	GO:0005938
P21802	GO:0009986
P21802	GO:0016020
P21802	GO:0060076
P21802	GO:0043235
P22455	GO:0005911
P22455	GO:0005886
P22455	GO:0005783
P22455	GO:0005794
P22455	GO:0030133
P22455	GO:0043235
P22607	GO:0005925
P22607	GO:0005886
P22607	GO:0005783
P22607	GO:0005794
P22607	GO:0030133
P22607	GO:0043235
P22612	GO:0005634
P22612	GO:0005829
P22612	GO:0005654
P22612	GO:0097546
P22612	GO:0005952
P22694	GO:0005634
P22694	GO:0005829
P22694	GO:0005654
P22694	GO:0005813
P22694	GO:0070062
P22694	GO:0097546
P22694	GO:0005952
P23443	GO:0005654
P23443	GO:0005737
P23443	GO:0005739
P23443	GO:0005829
P23443-5	GO:0005654
P23458	GO:0005737
P23458	GO:0005829
P23458	GO:0005886
P23458	GO:0009898
P23458	GO:0031234
P23458	GO:0005634
P23458	GO:0005768
P23458	GO:0005925
P24723	GO:0005737
P24723	GO:0005829
P24723	GO:0005886
P24723	GO:0070062
P24941	GO:0005634
P24941	GO:0005737
P24941	GO:0005654
P24941	GO:0005768
P24941	GO:0005813
P24941	GO:0005829
P24941	GO:0015030
P24941	GO:0097123
P24941	GO:0097124
P24941	GO:0097134
P24941	GO:0097135
P24941	GO:0000307
P27361	GO:0005634
P27361	GO:0005737
P27361	GO:0005635
P27361	GO:0005654
P27361	GO:0005739
P27361	GO:0005769
P27361	GO:0005770
P27361	GO:0005788
P27361	GO:0005794
P27361	GO:0005829
P27361	GO:0005856
P27361	GO:0005886
P27361	GO:0005901
P27361	GO:0005925
P27448	GO:0005737
P27448	GO:0005886
P27448	GO:0005829
P27448	GO:0030425
P27448	GO:0070062
P28482	GO:0005634
P28482	GO:0005737
P28482	GO:0005576
P28482	GO:0005654
P28482	GO:0005739
P28482	GO:0005769
P28482	GO:0005770
P28482	GO:0005788
P28482	GO:0005794
P28482	GO:0005829
P28482	GO:0005856
P28482	GO:0005886
P28482	GO:0005901
P28482	GO:0005925
P28482	GO:0035578
P28482	GO:0072686
P28482	GO:1904813
P29317	GO:0005886
P29317	GO:0005925
P29317	GO:0009986
P29317	GO:0030027
P29317	GO:0031256
P29317	GO:0070160
P29317	GO:0043235
P29323	GO:0005886
P29323	GO:0030425
P29323	GO:0005576
P29323	GO:0005654
P29323	GO:0005829
P29323	GO:0030424
P29323	GO:0098794
P29376	GO:0005886
P29376	GO:0016020
P29376	GO:0043235
P29597	GO:0005829
P29597	GO:0005886
P29597	GO:0009898
P29597	GO:0019897
P29597	GO:0031234
P29597	GO:0005634
P29597	GO:0005737
P29597	GO:0042022
P29597	GO:0070062
P29597	GO:0072536
P30291	GO:0005634
P30291	GO:0005737
P30291	GO:0005654
P30291	GO:0005730
P30530	GO:0005886
P30530	GO:0005615
P30530	GO:0009986
P30530	GO:0015629
P30530	GO:0043231
P30530	GO:0070062
P30530	GO:0043235
P31749	GO:0005737
P31749	GO:0005758
P31749	GO:0016020
P31749	GO:0005634
P31749	GO:0005654
P31749	GO:0005829
P31749	GO:0005886
P31749	GO:0005938
P31749	GO:0015630
P31749	GO:0030027
P31749	GO:0031982
P31749	GO:0032991
P31751	GO:0005634
P31751	GO:0005654
P31751	GO:0005829
P31751	GO:0005886
P31751	GO:0005938
P31751	GO:0032587
P31751	GO:0043231
P34947	GO:0005737
P34947	GO:0005829
P34947	GO:0005886
P34947	GO:0016607
P34947	GO:0031965
P35916	GO:0005886
P35916	GO:0005654
P35916	GO:0005829
P35916	GO:0043235
P35968	GO:0005886
P35968	GO:0005768
P35968	GO:0005769
P35968	GO:0005783
P35968	GO:0005794
P35968	GO:0030054
P35968	GO:0045121
P35968	GO:0097443
P35968	GO:0043235
P36507	GO:0005576
P36507	GO:0005634
P36507	GO:0005739
P36507	GO:0005769
P36507	GO:0005770
P36507	GO:0005778
P36507	GO:0005783
P36507	GO:0005794
P36507	GO:0005829
P36507	GO:0005874
P36507	GO:0005911
P36507	GO:0005925
P36507	GO:0009898
P36507	GO:0048471
P36888	GO:0005886
P36888	GO:0005783
P36888	GO:0010008
P36888	GO:0043235
P36888-1	GO:0005783
P41240	GO:0005886
P41240	GO:0005737
P41240	GO:0005829
P41240	GO:0070062
P41279	GO:0005829
P41743	GO:0005634
P41743	GO:0005654
P41743	GO:0005829
P41743	GO:0005886
P41743	GO:0015630
P41743	GO:0045171
P41743	GO:0070062
P41743	GO:0070160
P41743	GO:0120157
P42336	GO:0005737
P42336	GO:0005886
P42336	GO:0005829
P42336	GO:0005943
P42336	GO:0014704
P42336	GO:0048471
P42336	GO:0005942
P42336	GO:0005944
P42338	GO:0005737
P42338	GO:0005886
P42338	GO:0005634
P42338	GO:0005654
P42338	GO:0005730
P42338	GO:0005829
P42338	GO:0005943
P42338	GO:0030496
P42338	GO:0043231
P42338	GO:0005942
P42345	GO:0016605
P42345	GO:0005634
P42345	GO:0005737
P42345	GO:0005765
P42345	GO:0005829
P42345	GO:0005654
P42345	GO:0005764
P42345	GO:0012505
P42345	GO:0016020
P42345	GO:0031931
P42345	GO:0031932
P42345	GO:0045335
P42345	GO:0005635
P42679	GO:0005886
P42679	GO:0005829
P42684	GO:0005886
P42684	GO:0005829
P42684	GO:0015629
P42685	GO:0005886
P42685	GO:0005576
P42685	GO:0005634
P42685	GO:0005654
P42685	GO:0005829
P42685	GO:0035578
P42685	GO:0035580
P42685	GO:0070062
P43403	GO:0045121
P43403	GO:0005886
P43403	GO:0031234
P43403	GO:0005737
P43403	GO:0005829
P43403	GO:0042101
P43405	GO:0005737
P43405	GO:0005886
P43405	GO:0005634
P43405	GO:0005829
P43405	GO:0032009
P43405	GO:0032991
P43405	GO:0042101
P45983	GO:0005634
P45983	GO:0005737
P45983	GO:0005654
P45983	GO:0005829
P45983	GO:0030424
P45983	GO:0045202
P45983	GO:0097441
P45984	GO:0005634
P45984	GO:0005737
P45984	GO:0005654
P45984	GO:0005829
P45984	GO:0005886
P45984	GO:0016607
P48729	GO:0005847
P48729	GO:0045095
P48729	GO:0005634
P48729	GO:0005813
P48729	GO:0005819
P48729	GO:0005829
P48729	GO:0005929
P48729	GO:0016020
P48729	GO:0016607
P48729	GO:0030877
P48729	GO:0036064
P48730	GO:0005634
P48730	GO:0005876
P48730	GO:0005654
P48730	GO:0005794
P48730	GO:0005813
P48730	GO:0005819
P48730	GO:0005829
P48730	GO:0005886
P48730	GO:0033116
P48730	GO:0036064
P48730	GO:0048471
P48736	GO:0005737
P48736	GO:0005886
P48736	GO:0005829
P48736	GO:0005943
P48736	GO:0016020
P48736	GO:0005944
P49137	GO:0005634
P49137	GO:0005737
P49137	GO:0005654
P49137	GO:0005813
P49137	GO:0005829
P49137	GO:0070062
P49137-1	GO:0005654
P49137-1	GO:0005813
P49336	GO:0005634
P49336	GO:0000307
P49336	GO:0005654
P49336	GO:0005730
P49336	GO:1990508
P49336	GO:0016592
P49336	GO:0032991
P49674	GO:0005634
P49674	GO:0005654
P49674	GO:0005737
P49674	GO:0005829
P49759	GO:0005634
P49760	GO:0005634
P49760	GO:0005654
P49760	GO:0016604
P49840	GO:0005634
P49840	GO:0005737
P49840	GO:0005829
P49840	GO:0030424
P49840	GO:0030877
P49840	GO:0043025
P49840	GO:0097440
P49840	GO:1990635
P49841	GO:0005634
P49841	GO:0005737
P49841	GO:0005829
P49841	GO:0030424
P49841	GO:0098978
P49841	GO:0005654
P49841	GO:0005813
P49841	GO:0005886
P49841	GO:0030425
P49841	GO:0030877
P49841	GO:1990909
P50613	GO:0005634
P50613	GO:0005737
P50613	GO:0000307
P50613	GO:0001650
P50613	GO:0005654
P50613	GO:0005829
P50613	GO:0005886
P50613	GO:0000439
P50613	GO:0005675
P50613	GO:0070516
P50613	GO:0070985
P50750	GO:0005634
P50750	GO:0005654
P50750	GO:0008024
P50750	GO:0016020
P50750	GO:0016605
P50750	GO:0036464
P50750	GO:0008023
P50750	GO:0070691
P51451	GO:0005886
P51451	GO:0005829
P51617	GO:0005634
P51617	GO:0005737
P51617	GO:0005886
P51617	GO:0009986
P51617	GO:0005654
P51617	GO:0005811
P51617	GO:0005829
P51617	GO:0010008
P51617	GO:0032991
P51812	GO:0005654
P51812	GO:0005737
P51812	GO:0005730
P51812	GO:0005829
P51813	GO:0005886
P51813	GO:0005654
P51813	GO:0005829
P51813	GO:0032587
P51817	GO:0005634
P51817	GO:0005654
P51817	GO:0005737
P51955	GO:0000776
P51955	GO:0005634
P51955	GO:0005737
P51955	GO:0005813
P51955	GO:0005654
P51955	GO:0005829
P51955	GO:0032991
P51957	GO:0005737
P51957	GO:0005829
P52333	GO:0005829
P52333	GO:0019897
P52333	GO:0031234
P52333	GO:0005768
P52333	GO:0005886
P52564	GO:0005737
P52564	GO:0005829
P52564	GO:0005654
P52564-1	GO:0005654
P52564-1	GO:0005829
P53350	GO:0005876
P53350	GO:0000776
P53350	GO:0000922
P53350	GO:0005634
P53350	GO:0005737
P53350	GO:0005813
P53350	GO:0005654
P53350	GO:0005819
P53350	GO:0005829
P53350	GO:0015630
P53350	GO:0030496
P53350	GO:0051233
P53350	GO:0000940
P53667	GO:0005634
P53667	GO:0005737
P53667	GO:0043005
P53667	GO:0098794
P53667	GO:0098978
P53667	GO:0005829
P53667	GO:0016607
P53667	GO:0030027
P53778	GO:0005634
P53778	GO:0005737
P53778	GO:0005654
P53778	GO:0005829
P53779	GO:0005634
P53779	GO:0005737
P53779	GO:0005654
P53779	GO:0005739
P53779	GO:0005829
P53779	GO:0005886
P54619	GO:0005634
P54619	GO:0005737
P54619	GO:0005654
P54619	GO:0005829
P54619	GO:0016020
P54619	GO:0031588
P54646	GO:0005634
P54646	GO:0005737
P54646	GO:0005654
P54646	GO:0005794
P54646	GO:0005829
P54646	GO:0010494
P54646	GO:0016607
P54646	GO:0030424
P54646	GO:0030425
P54646	GO:0031588
P54646	GO:0043025
P54760	GO:0005886
P54760	GO:0005576
P54760	GO:0005829
P54760	GO:0070062
P54760	GO:0043235
P67870	GO:0005886
P67870	GO:0031519
P67870	GO:0005737
P67870	GO:0016605
P67870	GO:0005576
P67870	GO:0005634
P67870	GO:0005654
P67870	GO:0005829
P67870	GO:0005956
P67870	GO:0034774
P67870	GO:0070062
P67870	GO:1904813
P67870	GO:0000785
P68400	GO:0031519
P68400	GO:0005634
P68400	GO:0005829
P68400	GO:0016605
P68400	GO:0005654
P68400	GO:0005886
P68400	GO:0005956
P68400	GO:0070822
P68400-1	GO:0005654
P78368	GO:0005634
P78368	GO:0005886
P78368	GO:0005829
P78368	GO:0016020
P78527	GO:0005634
P78527	GO:0000781
P78527	GO:0005654
P78527	GO:0005730
P78527	GO:0005829
P78527	GO:0016020
P78527	GO:0070418
P78527	GO:0000785
P78527	GO:0005667
P78527	GO:0005958
P78527	GO:0032040
P78527	GO:0032991
P78527	GO:0032993
P78527	GO:0070419
P80192	GO:0005575
Q00534	GO:0005634
Q00534	GO:0005737
Q00534	GO:0001726
Q00534	GO:0005654
Q00534	GO:0005813
Q00534	GO:0005829
Q00534	GO:0097131
Q00534	GO:0097133
Q00534	GO:0000307
Q00535	GO:0005874
Q00535	GO:0005634
Q00535	GO:0005737
Q00535	GO:0000307
Q00535	GO:0005654
Q00535	GO:0005829
Q00535	GO:0005886
Q00535	GO:0014069
Q00535	GO:0016020
Q00535	GO:0016533
Q00535	GO:0030054
Q00535	GO:0030424
Q00535	GO:0030425
Q00535	GO:0030426
Q00535	GO:0031594
Q00535	GO:0043005
Q00535	GO:0043025
Q02156	GO:0005794
Q02156	GO:0005737
Q02156	GO:0005783
Q02156	GO:0005829
Q02156	GO:0005886
Q02156	GO:0043231
Q02156	GO:0045111
Q02156	GO:0048471
Q02156	GO:0071944
Q02750	GO:0005634
Q02750	GO:0005739
Q02750	GO:0005769
Q02750	GO:0005770
Q02750	GO:0005783
Q02750	GO:0005794
Q02750	GO:0005829
Q02750	GO:0005886
Q02750	GO:0005925
Q02763	GO:0001725
Q02763	GO:0005884
Q02763	GO:0005886
Q02763	GO:0005902
Q02763	GO:0005911
Q02763	GO:0009925
Q02763	GO:0009986
Q02763	GO:0016323
Q02763	GO:0016324
Q02763	GO:0034451
Q02763	GO:0045121
Q02763	GO:0043235
Q02779	GO:0005737
Q04759	GO:0005829
Q04759	GO:0005886
Q04759	GO:0016235
Q04759	GO:0034451
Q04771	GO:0005886
Q04771	GO:0048179
Q04771	GO:0070724
Q04912	GO:0005886
Q04912	GO:0009986
Q04912	GO:0043235
Q05397	GO:0005886
Q05397	GO:0005925
Q05397	GO:0043197
Q05397	GO:0001725
Q05397	GO:0005634
Q05397	GO:0005737
Q05397	GO:0005829
Q05397	GO:0005856
Q05397	GO:0036064
Q05397	GO:0043231
Q05513	GO:0005737
Q05513	GO:0005829
Q05513	GO:0005886
Q05513	GO:0005911
Q05513	GO:0016020
Q05513	GO:0030054
Q05513	GO:0031982
Q05513	GO:0070062
Q05513	GO:0070160
Q05513	GO:0120157
Q05513-1	GO:0005829
Q05513-1	GO:0005886
Q05655	GO:0005576
Q05655	GO:0005634
Q05655	GO:0005654
Q05655	GO:0005737
Q05655	GO:0005783
Q05655	GO:0005829
Q05655	GO:0005886
Q05655	GO:0035578
Q05655	GO:0036019
Q05655	GO:0070062
Q06187	GO:0005886
Q06187	GO:0005634
Q06187	GO:0005737
Q06187	GO:0005829
Q06187	GO:0045121
Q06418	GO:0005886
Q06418	GO:0005634
Q06418	GO:0005635
Q06418	GO:0005789
Q06418	GO:0009986
Q06418	GO:0043235
Q07912	GO:0005886
Q07912	GO:0005634
Q07912	GO:0005737
Q07912	GO:0005768
Q07912	GO:0005905
Q07912	GO:0016020
Q07912	GO:0030136
Q07912	GO:0043231
Q07912	GO:0097268
Q07912	GO:0070436
Q08881	GO:0005886
Q08881	GO:0005634
Q08881	GO:0005829
Q12851	GO:0005737
Q12851	GO:0000139
Q12866	GO:0005886
Q12866	GO:0005615
Q12866	GO:0005737
Q12866	GO:0043235
Q13131	GO:0005634
Q13131	GO:0005737
Q13131	GO:0005654
Q13131	GO:0005829
Q13131	GO:0016607
Q13131	GO:0030424
Q13131	GO:0030425
Q13131	GO:0031588
Q13131	GO:0043025
Q13153	GO:0005737
Q13153	GO:0001726
Q13153	GO:0005654
Q13153	GO:0005829
Q13153	GO:0005884
Q13153	GO:0005886
Q13153	GO:0005911
Q13153	GO:0014704
Q13153	GO:0030018
Q13153	GO:0030424
Q13153	GO:0030425
Q13153	GO:0031965
Q13153	GO:0032991
Q13177	GO:0005634
Q13177	GO:0005737
Q13177	GO:0005829
Q13177	GO:0005886
Q13177	GO:0005911
Q13188	GO:0005737
Q13188	GO:0005813
Q13188	GO:0005634
Q13188	GO:0005829
Q13188	GO:0032991
Q13237	GO:0005829
Q13464	GO:0005737
Q13464	GO:0005856
Q13464	GO:0010494
Q13464	GO:0001726
Q13464	GO:0005576
Q13464	GO:0005829
Q13464	GO:0005886
Q13464	GO:0030027
Q13464	GO:0034774
Q13554	GO:0005737
Q13554	GO:0043005
Q13554	GO:0005654
Q13554	GO:0005829
Q13554	GO:0030666
Q13554	GO:0005954
Q13555	GO:0005737
Q13555	GO:0043005
Q13555	GO:0005654
Q13555	GO:0005829
Q13555	GO:0016020
Q13555	GO:0030666
Q13555	GO:0005954
Q13557	GO:0005737
Q13557	GO:0043005
Q13557	GO:0005634
Q13557	GO:0005654
Q13557	GO:0005829
Q13557	GO:0016020
Q13557	GO:0030666
Q13557	GO:0005954
Q13627	GO:0005856
Q13627	GO:0005634
Q13627	GO:0005654
Q13627	GO:0005737
Q13627	GO:0016607
Q13627	GO:0030424
Q13627	GO:0030425
Q13882	GO:0005886
Q13882	GO:0001726
Q13882	GO:0005634
Q13882	GO:0005654
Q13882	GO:0005737
Q13882	GO:0005829
Q13882	GO:0016604
Q13976	GO:0005737
Q13976	GO:0005829
Q13976	GO:0005886
Q14012	GO:0005829
Q14164	GO:0005737
Q14164	GO:0005634
Q14164	GO:0005654
Q14164	GO:0005829
Q14164	GO:0016605
Q14164	GO:0031966
Q14164	GO:1902554
Q14289	GO:0005886
Q14289	GO:0005925
Q14289	GO:0017146
Q14289	GO:0043197
Q14289	GO:0005634
Q14289	GO:0005737
Q14289	GO:0005829
Q14289	GO:0014069
Q14289	GO:0030027
Q14289	GO:0030425
Q14289	GO:0030426
Q14289	GO:0043025
Q14289	GO:0044297
Q14289	GO:0048471
Q14289	GO:0097440
Q14680	GO:0005737
Q14680	GO:0005886
Q14680	GO:0005938
Q14680	GO:0016020
Q15078	GO:0005737
Q15078	GO:0030426
Q15078	GO:0000307
Q15078	GO:0005634
Q15078	GO:0005654
Q15078	GO:0005829
Q15078	GO:0005886
Q15078	GO:0014069
Q15078	GO:0016020
Q15078	GO:0016533
Q15078	GO:0030424
Q15078	GO:0030425
Q15078	GO:0031594
Q15078	GO:0043005
Q15078	GO:0043025
Q15078	GO:0043197
Q15078	GO:0043231
Q15078	GO:0043292
Q15078	GO:0048471
Q15118	GO:0005739
Q15118	GO:0005759
Q15139	GO:0005829
Q15139	GO:0000421
Q15139	GO:0005802
Q15139	GO:0005886
Q15139	GO:0005794
Q15303	GO:0005886
Q15303	GO:0009925
Q15303	GO:0005576
Q15303	GO:0005634
Q15303	GO:0005654
Q15303	GO:0005739
Q15303	GO:0005759
Q15303	GO:0005829
Q15303	GO:0016323
Q15303	GO:0045211
Q15303	GO:0043235
Q15418	GO:0005654
Q15418	GO:0005737
Q15418	GO:0005829
Q15759	GO:0005634
Q15759	GO:0005737
Q15759	GO:0005654
Q15759	GO:0005829
Q16288	GO:0005886
Q16288	GO:0030424
Q16288	GO:0043235
Q16512	GO:0005634
Q16512	GO:0005654
Q16512	GO:0005737
Q16512	GO:0005768
Q16512	GO:0005829
Q16512	GO:0030496
Q16512	GO:0032154
Q16513	GO:0005634
Q16513	GO:0005654
Q16513	GO:0005737
Q16513	GO:0005813
